year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
2013,Maruti Suzuki,Maruti Suzuki Swift ZDi,Swift,490000,83000,Diesel,Hyderabad,32,8,0,0,2.04E-06,1.20E-05,0.125,0.03125,0.12382579,0.003775502,0.019140625,8.948329096,0
2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,295000,82000,Diesel,Hyderabad,32,12,0,0,3.39E-06,1.22E-05,0.083333333,0.03125,0.208499182,0.00382695,0.019140625,15.27261066,0
2011,BMW,BMW X1 sDrive20d,X1,1095000,84000,Diesel,Hyderabad,4,10,0,0,9.13E-07,1.19E-05,0.1,0.25,0.053051484,0.003725279,0.240625,47.55510038,0
2014,Honda,Honda City V Diesel,City,590000,85000,Diesel,Hyderabad,7,7,0,0,1.69E-06,1.18E-05,0.142857143,0.142857143,0.102114664,0.003676238,0.132142857,49.60613605,0
2018,Tata,Tata Safari Storme 2019 2.2 VX 4x2 Varicor400,Safari,999000,194000,Diesel,Hyderabad,40,3,0,0,1.00E-06,5.15E-06,0.333333333,0.025,0.058559841,0.001361689,0.0128125,1.021672492,0
2015,Hyundai,Hyundai Creta 1.4 S,Creta,1050000,99000,Diesel,Hyderabad,14,6,0,0,9.52E-07,1.01E-05,0.166666667,0.071428571,0.055508113,0.003093686,0.059821429,10.27281575,0
2015,Hyundai,Hyundai Elite i20 Asta 1.2,Elite,525000,129804,Petrol,Hyderabad,14,6,0,0,1.90E-06,7.70E-06,0.166666667,0.071428571,0.11528608,0.002254334,0.059821429,15.54718875,0
2011,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,445000,72000,Diesel,Hyderabad,14,10,0,0,2.25E-06,1.39E-05,0.1,0.071428571,0.136779282,0.004420031,0.059821429,36.16616442,0
2005,Toyota,Toyota Corolla H2 1.8E,Corolla,245000,174000,Petrol,Hyderabad,1,16,0,0,4.08E-06,5.75E-06,0.0625,1,0.251921435,0.001569151,1,395.30289,0
2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi CNG,Wagon,320000,65000,CNG + 1,Hyderabad,32,9,0,0,3.13E-06,1.54E-05,0.111111111,0.03125,0.191876601,0.004943768,0.019140625,18.15666941,0
2015,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,570000,63000,Petrol,Hyderabad,32,6,0,0,1.75E-06,1.59E-05,0.166666667,0.03125,0.105847454,0.005114784,0.019140625,10.36248217,0
2015,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,425000,57000,Petrol,Hyderabad,32,6,0,0,2.35E-06,1.75E-05,0.166666667,0.03125,0.143416889,0.005699838,0.019140625,15.64656233,0
2018,Maruti Suzuki,Maruti Suzuki Dzire VXi AMT,Dzire,745000,30100,Petrol,Hyderabad,32,3,0,0,1.34E-06,3.32E-05,0.333333333,0.03125,0.079980972,0.011189827,0.019140625,17.13034642,0
2018,BMW,BMW 3 Series 320d Edition Sport,3,3200000,24000,Diesel,Hyderabad,4,3,1,1,3.13E-07,4.17E-05,0.333333333,0.25,0.015344791,0.014146563,0.240625,52.23392375,52.23392375
2010,Hyundai,Hyundai Santro Xing GLS,Santro,265000,69000,Petrol,Hyderabad,14,11,0,0,3.77E-06,1.45E-05,0.090909091,0.071428571,0.232586243,0.004631478,0.059821429,64.44071971,0
2016,Mercedes-Benz,Mercedes-Benz GL 350 CDI,GL,4500000,100000,Diesel,Hyderabad,2,5,0,0,2.22E-07,1.00E-05,0.2,0.5,0.009678338,0.003058317,0.49375,14.61471569,0
2013,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX Opt,Verna,585000,72000,Diesel,Hyderabad,14,8,0,0,1.71E-06,1.39E-05,0.125,0.071428571,0.103023933,0.004420031,0.059821429,27.24082512,0
2016,Maruti Suzuki,Maruti Suzuki Swift Dzire VXI,Swift,625000,88000,Petrol,Hyderabad,32,5,0,0,1.60E-06,1.14E-05,0.2,0.03125,0.096157131,0.003535801,0.019140625,6.507668993,0
2020,Kia,Kia Seltos GTX Plus 1.4 [2020-2021],Seltos,1950000,16000,Petrol,Hyderabad,20,1,1,1,5.13E-07,6.25E-05,1,0.05,0.027918282,0.021441461,0.038125,22.82195884,22.82195884
2012,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi CNG,Wagon,320000,65000,CNG + 1,Hyderabad,32,9,0,0,3.13E-06,1.54E-05,0.111111111,0.03125,0.191876601,0.004943768,0.019140625,18.15666941,0
2009,Honda,Honda City 1.5 S MT,City,385000,121580,Petrol,Hyderabad,7,12,0,0,2.60E-06,8.23E-06,0.083333333,0.142857143,0.158760966,0.002436805,0.132142857,51.1220342,0
2013,Mahindra,Mahindra XUV500 W8,XUV500,680000,93000,Diesel,Hyderabad,24,8,0,0,1.47E-06,1.08E-05,0.125,0.041666667,0.08803436,0.003321875,0.0296875,8.681785895,0
2008,Hyundai,Hyundai i10 Magna,i10,240000,59000,Petrol,Hyderabad,14,13,0,0,4.17E-06,1.69E-05,0.076923077,0.071428571,0.257258753,0.005491598,0.059821429,84.51342659,0
2013,Hyundai,Hyundai i20 Sportz 1.4 CRDI,i20,460000,87000,Diesel,Hyderabad,14,8,0,0,2.17E-06,1.15E-05,0.125,0.071428571,0.132179854,0.003581537,0.059821429,28.31988751,0
2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Vitara,795000,47600,Diesel,Hyderabad,32,4,0,0,1.26E-06,2.10E-05,0.25,0.03125,0.074682178,0.006912966,0.019140625,9.881832852,0
2010,Maruti Suzuki,Maruti Suzuki Swift VDi BS-IV,Swift,295000,82000,Diesel,Hyderabad,32,11,0,0,3.39E-06,1.22E-05,0.090909091,0.03125,0.208499182,0.00382695,0.019140625,15.27261066,0
2016,Maruti Suzuki,Maruti Suzuki Swift Dzire ZDI AMT,Swift,699000,86000,Diesel,Hyderabad,32,5,0,0,1.43E-06,1.16E-05,0.2,0.03125,0.085525375,0.003628337,0.019140625,5.939620758,0
2019,Tata,Tata Hexa XTA 4x2 7 STR,Hexa,1775000,27000,Diesel,Hyderabad,40,2,1,1,5.63E-07,3.70E-05,0.5,0.025,0.03109176,0.012525474,0.0128125,4.989687655,4.989687655
2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza LDi (O) [2016-2018],Vitara,875000,86000,Diesel,Hyderabad,32,3,0,0,1.14E-06,1.16E-05,0.333333333,0.03125,0.067463706,0.003628337,0.019140625,4.685262451,0
2009,BMW,BMW 3 Series 320d Highline Sedan,3,895000,144000,Diesel,Hyderabad,4,12,0,0,1.12E-06,6.94E-06,0.083333333,0.25,0.065860722,0.001988399,0.240625,31.51161504,0
2015,Hyundai,Hyundai Creta 1.6 SX,Creta,950000,68000,Diesel,Hyderabad,14,6,0,0,1.05E-06,1.47E-05,0.166666667,0.071428571,0.06180053,0.004706106,0.059821429,17.3984545,0
2016,Skoda,Skoda Superb L&K TSI AT,Superb,1930000,67000,Petrol,Hyderabad,27,5,0,0,5.18E-07,1.49E-05,0.2,0.037037037,0.028251837,0.004782962,0.025,3.378186371,0
2016,Maruti Suzuki,Maruti Suzuki Swift ZXi,Swift,650000,82000,Petrol,Hyderabad,32,5,0,0,1.54E-06,1.22E-05,0.2,0.03125,0.092294554,0.00382695,0.019140625,6.760596271,0
2015,Maruti Suzuki,Maruti Suzuki Ertiga ZDI + SHVS,Ertiga,795000,91000,Diesel,Hyderabad,32,6,0,0,1.26E-06,1.10E-05,0.166666667,0.03125,0.074682178,0.003404624,0.019140625,4.866786297,0
2010,Maruti Suzuki,Maruti Suzuki Swift Dzire VDi BS-IV,Swift,355000,83000,Diesel,Hyderabad,32,11,0,0,2.82E-06,1.20E-05,0.090909091,0.03125,0.172538218,0.003775502,0.019140625,12.4685557,0
2013,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1750000,85349,Diesel,Hyderabad,10,8,0,0,5.71E-07,1.17E-05,0.125,0.1,0.031596926,0.003659393,0.08875,10.26176892,0
2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,695000,106000,Diesel,Hyderabad,8,5,0,0,1.44E-06,9.43E-06,0.2,0.125,0.086042182,0.002860116,0.1140625,28.06971125,0
2019,Hyundai,Hyundai Venue SX 1.0 Turbo iMT,Venue,1050000,13470,Petrol,Hyderabad,14,2,1,1,9.52E-07,7.42E-05,0.5,0.071428571,0.055508113,0.02555195,0.059821429,84.84715589,84.84715589
2018,Renault,Renault Captur RXT Diesel Dual Tone,Captur,1050000,43000,Diesel,Hyderabad,15,3,0,0,9.52E-07,2.33E-05,0.333333333,0.066666667,0.055508113,0.007699908,0.055,23.50740566,0
2020,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi (Airbag) [2012-2015],Alto,395000,1600,Petrol,Hyderabad,32,1,1,1,2.53E-06,0.000625,1,0.03125,0.154633603,0.218403723,0.019140625,646.4278042,646.4278042
2013,Porsche,Porsche Cayenne Diesel,Cayenne,3900000,87000,Diesel,Hyderabad,5,8,0,0,2.56E-07,1.15E-05,0.125,0.2,0.011824213,0.003581537,0.19,8.046283601,0
2014,Jaguar,Jaguar XF Petrol 2.0,XF,2195000,71000,Petrol,Hyderabad,40,7,0,0,4.56E-07,1.41E-05,0.142857143,0.025,0.024325528,0.004488528,0.0128125,1.398943277,0
2016,Hyundai,Hyundai Xcent S 1.1 CRDi,Xcent,430000,127000,Diesel,Hyderabad,14,5,0,0,2.33E-06,7.87E-06,0.2,0.071428571,0.141699601,0.002313893,0.059821429,19.61411056,0
2017,Tata,Tata Hexa XT 4x2 7 STR,Hexa,1200000,160015,Diesel,Hyderabad,40,4,0,0,8.33E-07,6.25E-06,0.25,0.025,0.048035867,0.00174503,0.0128125,1.073995416,0
2014,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,725000,50781,Diesel,Hyderabad,14,7,0,0,1.38E-06,1.97E-05,0.142857143,0.071428571,0.082305133,0.006452162,0.059821429,31.7679343,0
2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi,Vitara,990000,41000,Diesel,Hyderabad,32,2,0,0,1.01E-06,2.44E-05,0.5,0.03125,0.05913102,0.008097135,0.019140625,9.164374955,0
2012,Tata,Tata Nano LX,Nano,95000,31000,Petrol,Hyderabad,40,9,0,0,1.05E-05,3.23E-05,0.111111111,0.025,0.656433997,0.010852092,0.0128125,91.27218143,0
2017,Hyundai,Hyundai Creta 1.6 SX Plus Special Edition,Creta,1035000,56462,Diesel,Hyderabad,14,4,0,0,9.66E-07,1.77E-05,0.25,0.071428571,0.05637446,0.005758373,0.059821429,19.41954004,0
2017,Honda,Honda City V Petrol [2017-2019],City,775000,44150,Petrol,Hyderabad,7,4,0,0,1.29E-06,2.27E-05,0.25,0.142857143,0.07671965,0.007487799,0.132142857,75.91096182,0
2019,Hyundai,Hyundai Creta SX 1.6 Petrol,Creta,1285000,20000,Petrol,Hyderabad,14,2,1,1,7.78E-07,5.00E-05,0.5,0.071428571,0.044575955,0.017064522,0.059821429,45.50420935,45.50420935
2016,Honda,Honda City SV Diesel,City,775000,66000,Diesel,Hyderabad,7,5,0,0,1.29E-06,1.52E-05,0.2,0.142857143,0.07671965,0.004862146,0.132142857,49.29221551,0
2015,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,550000,68000,Petrol,Hyderabad,3,6,0,0,1.82E-06,1.47E-05,0.166666667,0.333333333,0.10985172,0.004706106,0.325,168.0164909,0
2012,Skoda,Skoda Yeti Ambition 2.0 TDI CR 4x2,Yeti,675000,95000,Diesel,Hyderabad,27,9,0,0,1.48E-06,1.05E-05,0.111111111,0.037037037,0.088718095,0.003242609,0.025,7.191952642,0
2017,Maruti Suzuki,Maruti Suzuki Ciaz ZDi+ SHVS RS [2015-2017],Ciaz,795000,54000,Diesel,Hyderabad,32,4,0,0,1.26E-06,1.85E-05,0.25,0.03125,0.074682178,0.00604112,0.019140625,8.635560829,0
2012,Nissan,Nissan Sunny XL,Sunny,370000,72000,Petrol,Hyderabad,11,9,0,0,2.70E-06,1.39E-05,0.111111111,0.090909091,0.165370323,0.004420031,0.079545455,58.14311509,0
2011,Ford,Ford Figo Duratorq Diesel ZXI 1.4,Figo,275000,115000,Diesel,Hyderabad,8,10,0,0,3.64E-06,8.70E-06,0.1,0.125,0.223973294,0.002601593,0.1140625,66.4627735,0
2016,Ford,Ford EcoSport Titanium 1.5L TDCi,EcoSport,745000,46816,Diesel,Hyderabad,8,5,0,0,1.34E-06,2.14E-05,0.2,0.125,0.079980972,0.007036156,0.1140625,64.18965106,0
2017,Honda,Honda City VX (O) MT Diesel,City,975000,94000,Diesel,Hyderabad,7,4,0,0,1.03E-06,1.06E-05,0.25,0.142857143,0.060106418,0.00328182,0.132142857,26.06629645,0
2012,Skoda,Skoda Yeti Elegance 2.0 TDI CR 4x4,Yeti,675000,107000,Diesel,Hyderabad,27,9,0,0,1.48E-06,9.35E-06,0.111111111,0.037037037,0.088718095,0.002829244,0.025,6.275127374,0
2015,Mahindra,Mahindra Quanto C8,Quanto,450000,80000,Diesel,Hyderabad,24,6,0,0,2.22E-06,1.25E-05,0.166666667,0.041666667,0.135212069,0.003933705,0.0296875,15.79031716,0
2007,Honda,Honda Accord 3.0 V6 AT,Accord,450000,110000,Petrol,Hyderabad,7,14,0,0,2.22E-06,9.09E-06,0.071428571,0.142857143,0.135212069,0.002739994,0.132142857,48.95632224,0
2010,Ford,Ford Endeavour 3.0L 4x4 AT,Endeavour,685000,115000,Diesel,Hyderabad,8,11,0,0,1.46E-06,8.70E-06,0.090909091,0.125,0.087360606,0.002601593,0.1140625,25.9237523,0
2020,Hyundai,Hyundai Creta SX (O) 1.5 Diesel,Creta,1890000,23906,Diesel,Hyderabad,14,1,1,1,5.29E-07,4.18E-05,1,0.071428571,0.028940127,0.014203931,0.059821429,24.59040974,24.59040974
2017,Mahindra,Mahindra Thar CRDe 4x4 AC1,Thar,875000,76000,Diesel,Hyderabad,24,4,0,0,1.14E-06,1.32E-05,0.25,0.041666667,0.067463706,0.00416407,0.0296875,8.339919282,0
2018,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,625000,43000,Petrol,Hyderabad,14,3,0,0,1.60E-06,2.33E-05,0.333333333,0.071428571,0.096157131,0.007699908,0.059821429,44.2918506,0
2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1875000,142000,Diesel,Hyderabad,1,3,0,0,5.33E-07,7.04E-06,0.333333333,1,0.029205807,0.002022647,1,59.07303403,0
2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000,10000,Petrol,Chennai,14,2,1,1,8.37E-07,0.0001,0.5,0.071428571,0.048254719,0.034572279,0.059821429,99.79863009,99.79863009
2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000,8000,Diesel,Chennai,8,0,1,1,2.60E-07,0.000125,inf,0.125,0.012033227,0.043326157,0.1140625,59.46688294,59.46688294
2013,Hyundai,Hyundai i20 Magna 1.4 CRDI,i20,410000,83000,Diesel,Chennai,14,8,0,0,2.44E-06,1.20E-05,0.125,0.071428571,0.148820062,0.003775502,0.059821429,33.61189417,0
2013,Honda,Honda Amaze 1.5 S i-DTEC,Amaze,425000,100000,Diesel,Chennai,7,8,0,0,2.35E-06,1.00E-05,0.125,0.142857143,0.143416889,0.003058317,0.132142857,57.95974742,0
2016,Mercedes-Benz,Mercedes-Benz GLC 220 d Sport,GLC,3490000,38000,Diesel,Chennai,2,5,0,0,2.87E-07,2.63E-05,0.2,0.5,0.013714921,0.008771374,0.49375,59.3974844,0
2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,2200000,76000,Diesel,Chennai,10,6,0,0,4.55E-07,1.32E-05,0.166666667,0.1,0.024260539,0.00416407,0.08875,8.965754179,0
2004,Toyota,Toyota Camry ACV30R,Camry,500000,70500,Petrol,Chennai,1,17,0,0,2.00E-06,1.42E-05,0.058823529,1,0.121263877,0.004523505,1,548.5377682,0
2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000,60000,Petrol,Chennai,8,8,0,0,1.54E-06,1.67E-05,0.125,0.125,0.092294554,0.005392685,0.1140625,56.77066446,0
2019,Honda,Honda Jazz VX CVT Petrol,Jazz,900000,11505,Petrol,Chennai,7,2,1,1,1.11E-06,8.69E-05,0.5,0.142857143,0.065471107,0.029991805,0.132142857,259.4752793,259.4752793
2018,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2150000,7686,Diesel,Chennai,1,3,1,1,4.65E-07,0.000130107,0.333333333,1,0.024924036,0.04511429,1,1124.430201,1124.430201
2019,Honda,Honda Jazz VX Petrol,Jazz,900000,1664,Petrol,Chennai,7,2,1,1,1.11E-06,0.000600962,0.5,0.142857143,0.065471107,0.209986532,0.132142857,1816.706713,1816.706713
2016,Hyundai,Hyundai Creta 1.6 SX,Creta,1090000,69138,Diesel,Chennai,14,5,0,0,9.17E-07,1.45E-05,0.2,0.071428571,0.053314426,0.004621349,0.059821429,14.73907543,0
2020,Toyota,Toyota Innova Crysta 2.4 ZX AT 7 STR,Innova,2790000,2762,Diesel,Chennai,1,1,1,1,3.58E-07,0.000362056,1,1,0.01822723,0.1263327,1,2302.695155,2302.695155
2017,Honda,Honda WR-V VX MT Petrol,WR-V,800000,4593,Petrol,Chennai,7,4,1,1,1.25E-06,0.000217723,0.25,0.142857143,0.074188728,0.075793459,0.132142857,743.0419648,743.0419648
2015,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000,75000,Diesel,Chennai,32,6,0,0,1.38E-06,1.33E-05,0.166666667,0.03125,0.082305133,0.004225501,0.019140625,6.656734213,0
2013,Toyota,Toyota Innova 2.5 VX 8 STR BS-III,Innova,1100000,107000,Diesel,Chennai,1,8,0,0,9.09E-07,9.35E-06,0.125,1,0.052790932,0.002829244,1,149.3584036,0
2016,Honda,Honda City SV Diesel,City,810000,62000,Diesel,Chennai,7,5,0,0,1.23E-06,1.61E-05,0.2,0.142857143,0.073220103,0.005204429,0.132142857,50.35552443,0
2008,Hyundai,Hyundai Santro Xing GLS,Santro,170000,63000,Petrol,Chennai,14,13,0,0,5.88E-06,1.59E-05,0.076923077,0.071428571,0.364947004,0.005114784,0.059821429,111.6641716,0
2014,Renault,Renault Duster RXL Petrol,Duster,565000,25000,Petrol,Chennai,15,7,1,0,1.77E-06,4.00E-05,0.142857143,0.066666667,0.106821943,0.013562971,0.055,79.68526016,0
2015,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,400000,40000,Petrol,Chennai,14,6,0,0,2.50E-06,2.50E-05,0.166666667,0.071428571,0.15264731,0.008310644,0.059821429,75.88931139,0
2018,Hyundai,Hyundai Verna 1.6 CRDI SX,Verna,1025000,40000,Diesel,Chennai,14,3,0,0,9.76E-07,2.50E-05,0.333333333,0.071428571,0.056966112,0.008310644,0.059821429,28.32096424,0
2010,Tata,Tata Nano LX,Nano,80000,10001,Petrol,Chennai,40,11,1,0,1.25E-05,1.00E-04,0.090909091,0.025,0.780315969,0.034568778,0.0128125,345.6116684,0
2016,Mahindra,Mahindra TUV300 T8 AMT mHAWK100,TUV300,875000,38000,Diesel,Chennai,24,5,0,0,1.14E-06,2.63E-05,0.2,0.041666667,0.067463706,0.008771374,0.0296875,17.56756106,0
2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,1150000,14000,Diesel,Chennai,32,2,1,1,8.70E-07,7.14E-05,0.5,0.03125,0.050310029,0.024567847,0.019140625,23.65798592,23.65798592
2019,Honda,Honda Jazz VX Petrol,Jazz,790000,11000,Petrol,Chennai,7,2,1,1,1.27E-06,9.09E-05,0.5,0.142857143,0.075181874,0.03138905,0.132142857,311.8422949,311.8422949
2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000,29000,Diesel,Chennai,24,3,1,1,7.75E-07,3.45E-05,0.333333333,0.041666667,0.04438663,0.011631081,0.0296875,15.32660156,15.32660156
2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000,2000,Petrol,Chennai,24,1,1,1,1.01E-06,0.0005,1,0.041666667,0.05913102,0.174634332,0.0296875,306.5622133,306.5622133
2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000,24800,Petrol,Chennai,14,2,1,1,1.08E-06,4.03E-05,0.5,0.071428571,0.063586216,0.013675924,0.059821429,52.02073083,52.02073083
2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000,25000,Diesel,Chennai,24,1,1,1,7.19E-07,4.00E-05,1,0.041666667,0.040886164,0.013562971,0.0296875,16.46284247,16.46284247
2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,46000,Diesel,Chennai,7,4,0,0,1.14E-06,2.17E-05,0.25,0.142857143,0.067463706,0.007168834,0.132142857,63.90905524,0
2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000,20000,Diesel,Chennai,8,3,1,1,9.17E-07,5.00E-05,0.333333333,0.125,0.053314426,0.017064522,0.1140625,103.7723751,103.7723751
2020,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1390000,25000,Diesel,Chennai,24,1,1,1,7.19E-07,4.00E-05,1,0.041666667,0.040886164,0.013562971,0.0296875,16.46284247,16.46284247
2018,Ford,Ford EcoSport Titanium + 1.5L TDCi,EcoSport,1090000,20000,Diesel,Chennai,8,3,1,1,9.17E-07,5.00E-05,0.333333333,0.125,0.053314426,0.017064522,0.1140625,103.7723751,103.7723751
2021,Ford,Ford Endeavour Titanium Plus 2.0 4x4 AT,Endeavour,3850000,8000,Diesel,Chennai,8,0,1,1,2.60E-07,0.000125,inf,0.125,0.012033227,0.043326157,0.1140625,59.46688294,59.46688294
2017,Honda,Honda WR-V VX MT Diesel,WR-V,875000,46000,Diesel,Chennai,7,4,0,0,1.14E-06,2.17E-05,0.25,0.142857143,0.067463706,0.007168834,0.132142857,63.90905524,0
2019,Hyundai,Hyundai Verna 1.6 VTVT SX (O),Verna,1195000,10000,Petrol,Chennai,14,2,1,1,8.37E-07,0.0001,0.5,0.071428571,0.048254719,0.034572279,0.059821429,99.79863009,99.79863009
2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI MT,Rapid,1175000,10000,Petrol,Chennai,27,2,1,1,8.51E-07,0.0001,0.5,0.037037037,0.049148754,0.034572279,0.025,42.47961113,42.47961113
2019,Jeep,Jeep Compass Limited Plus Petrol AT [2018-2020],Compass,2190000,24000,Petrol,Chennai,19,2,1,1,4.57E-07,4.17E-05,0.5,0.052631579,0.024390815,0.014146563,0.040789474,14.0742525,14.0742525
2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1290000,29000,Diesel,Chennai,24,3,1,1,7.75E-07,3.45E-05,0.333333333,0.041666667,0.04438663,0.011631081,0.0296875,15.32660156,15.32660156
2019,Hyundai,Hyundai Verna EX 1.4 VTVT,Verna,925000,24800,Petrol,Chennai,14,2,1,1,1.08E-06,4.03E-05,0.5,0.071428571,0.063586216,0.013675924,0.059821429,52.02073083,52.02073083
2020,Mahindra,Mahindra XUV300 1.2 W6 [2019-2019],XUV300,990000,2000,Petrol,Chennai,24,1,1,1,1.01E-06,0.0005,1,0.041666667,0.05913102,0.174634332,0.0296875,306.5622133,306.5622133
2014,Honda,Honda City VX CVT,City,790000,20000,Petrol,Chennai,7,7,1,0,1.27E-06,5.00E-05,0.142857143,0.142857143,0.075181874,0.017064522,0.132142857,169.5317226,0
2015,Volkswagen,Volkswagen Vento Highline Diesel,Vento,620000,54000,Diesel,Chennai,3,6,0,0,1.61E-06,1.85E-05,0.166666667,0.333333333,0.096967026,0.00604112,0.325,190.3815659,0
2010,Maruti Suzuki,Maruti Suzuki Ritz VXI BS-IV,Ritz,285000,72000,Petrol,Chennai,32,11,0,0,3.51E-06,1.39E-05,0.090909091,0.03125,0.215964762,0.004420031,0.019140625,18.27108606,0
2014,Audi,Audi A4 2.0 TDI (177bhp) Premium,A4,1850000,72000,Diesel,Chennai,10,7,0,0,5.41E-07,1.39E-05,0.142857143,0.1,0.029658181,0.004420031,0.08875,11.63424547,0
2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,630000,5700,Petrol,Chennai,14,5,1,0,1.59E-06,0.000175439,0.2,0.071428571,0.095360091,0.060987491,0.059821429,347.9078285,0
2014,Mahindra,Mahindra Bolero SLX BS IV,Bolero,540000,180000,Diesel,Chennai,24,7,0,0,1.85E-06,5.56E-06,0.142857143,0.041666667,0.111965082,0.001502072,0.0296875,4.992832129,0
2018,Hyundai,Hyundai Creta S 1.6 AT CRDi,Creta,1250000,40000,Diesel,Chennai,14,3,0,0,8.00E-07,2.50E-05,0.333333333,0.071428571,0.045943638,0.008310644,0.059821429,22.84109065,0
2013,Ford,Ford EcoSport Titanium 1.5 Ti-VCT AT,EcoSport,650000,60000,Petrol,Chennai,8,8,0,0,1.54E-06,1.67E-05,0.125,0.125,0.092294554,0.005392685,0.1140625,56.77066446,0
2012,Honda,Honda City 1.5 E MT,City,525000,40000,Petrol,Chennai,7,9,0,0,1.90E-06,2.50E-05,0.111111111,0.142857143,0.11528608,0.008310644,0.132142857,126.6062784,0
2012,Honda,Honda City 1.5 V AT,City,750000,65000,Petrol,Chennai,7,9,0,0,1.33E-06,1.54E-05,0.111111111,0.142857143,0.0794193,0.004943768,0.132142857,51.88332503,0
2011,Honda,Honda City 1.5 S AT,City,490000,80000,Petrol,Chennai,7,10,0,0,2.04E-06,1.25E-05,0.1,0.142857143,0.12382579,0.003933705,0.132142857,64.36600672,0
2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000,33000,Petrol,Chennai,14,2,0,0,1.60E-06,3.03E-05,0.5,0.071428571,0.096157131,0.010167527,0.059821429,58.48622891,0
2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000,11500,Petrol,Chennai,15,1,1,1,1.89E-06,8.70E-05,1,0.066666667,0.114158194,0.030005038,0.055,188.3926524,188.3926524
2019,Volvo,Volvo XC60 Inscription [2017-2020],XC60,5600000,40000,Diesel,Chennai,9,2,0,0,1.79E-07,2.50E-05,0.5,0.111111111,0.006938514,0.008310644,0.1,5.766352019,0
2019,Hyundai,Hyundai Elite i20 Magna Plus 1.2 [2019-2020],Elite,625000,33000,Petrol,Chennai,14,2,0,0,1.60E-06,3.03E-05,0.5,0.071428571,0.096157131,0.010167527,0.059821429,58.48622891,0
2019,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2450000,26000,Diesel,Chennai,1,2,1,1,4.08E-07,3.85E-05,0.5,1,0.021349274,0.013024271,1,278.0587262,278.0587262
2020,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,530000,11500,Petrol,Chennai,15,1,1,1,1.89E-06,8.70E-05,1,0.066666667,0.114158194,0.030005038,0.055,188.3926524,188.3926524
2011,Mercedes-Benz,Mercedes-Benz C-Class 250 CDI,C-Class,1250000,97000,Diesel,Chennai,2,10,0,0,8.00E-07,1.03E-05,0.1,0.5,0.045943638,0.003166612,0.49375,71.83356067,0
2007,Honda,Honda CR-V 2.4 MT,CR-V,475000,120000,Petrol,Chennai,7,14,0,0,2.11E-06,8.33E-06,0.071428571,0.142857143,0.127870916,0.002474725,0.132142857,41.81599438,0
